GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMY001,GBO001,GCL001
"G0600670005606","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005606","005606",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2608905","0","Census Tract 56.06","S","+38582205","-121390987",,,,39391,678,124800
"G0600670005701","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005701","005701",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2643853","0","Census Tract 57.01","S","+38603238","-121370609",,,,54063,739,173700
"G0600670005702","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005702","005702",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3324752","0","Census Tract 57.02","S","+38587655","-121374199",,,,75491,846,262400
"G0600670005801","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005801","005801",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2600046","0","Census Tract 58.01","S","+38602105","-121356542",,,,49321,741,160900
"G0600670005803","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005803","005803",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3629501","0","Census Tract 58.03","S","+38585305","-121358196",,,,83851,1072,318300
"G0600670005804","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005804","005804",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2776232","160404","Census Tract 58.04","S","+38587853","-121342396",,,,83903,447,315200
"G0600670005901","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005901","005901",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3455452","0","Census Tract 59.01","S","+38635816","-121356372",,,,58561,876,172300
"G0600670005902","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","005902","005902",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3236358","0","Census Tract 59.02","S","+38620137","-121356291",,,,35804,576,168800
"G0600670006002","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006002","006002",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1946048","0","Census Tract 60.02","S","+38615354","-121373496",,,,35561,579,138800
"G0600670006003","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006003","006003",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1543530","0","Census Tract 60.03","S","+38633604","-121375462",,,,29891,542,142900
"G0600670006004","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006004","006004",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1282052","0","Census Tract 60.04","S","+38625571","-121374141",,,,60856,632,170800
"G0600670006101","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006101","006101",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2754924","0","Census Tract 61.01","S","+38627404","-121391084",,,,36557,535,140500
"G0600670006102","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006102","006102",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1296613","0","Census Tract 61.02","S","+38614454","-121390562",,,,30531,590,176400
"G0600670006201","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006201","006201",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2210847","0","Census Tract 62.01","S","+38618704","-121407964",,,,26430,504,120500
"G0600670006202","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006202","006202",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1676153","0","Census Tract 62.02","S","+38617415","-121421907",,,,24180,498,81800
"G0600670006300","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006300","006300",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2727272","54399","Census Tract 63","S","+38623367","-121429084",,,,30244,548,83500
"G0600670006400","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006400","006400",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3453391","0","Census Tract 64","S","+38639603","-121420971",,,,28167,601,70300
"G0600670006500","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006500","006500",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3885123","0","Census Tract 65","S","+38640403","-121439464",,,,28047,615,95900
"G0600670006600","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006600","006600",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2209987","0","Census Tract 66","S","+38625254","-121442614",,,,22272,528,74600
"G0600670006701","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006701","006701",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3228771","0","Census Tract 67.01","S","+38646703","-121461039",,,,36311,686,104100
"G0600670006702","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006702","006702",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3946225","0","Census Tract 67.02","S","+38633154","-121455917",,,,25702,575,83400
"G0600670006800","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006800","006800",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2502039","0","Census Tract 68","S","+38615704","-121455089",,,,23903,471,79700
"G0600670006900","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","006900","006900",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"5064645","225431","Census Tract 69","S","+38606004","-121454796",,,,25197,449,92400
"G0600670007001","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007001","007001",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3135269","114135","Census Tract 70.01","S","+38623254","-121472917",,,,21302,452,79800
"G0600670007004","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007004","007004",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2969945","0","Census Tract 70.04","S","+38630552","-121492144",,,,43228,683,117800
"G0600670007007","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007007","007007",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3545051","274071","Census Tract 70.07","S","+38614404","-121482180",,,,45297,713,102600
"G0600670007008","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007008","007008",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"27832404","957161","Census Tract 70.08","S","+38641746","-121519595",,,,51103,538,154100
"G0600670007009","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007009","007009",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2587953","246564","Census Tract 70.09","S","+38607152","-121531460",,,,57938,951,220100
"G0600670007010","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007010","007010",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2395687","291999","Census Tract 70.10","S","+38610261","-121515316",,,,50365,827,217600
"G0600670007011","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007011","007011",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1854766","0","Census Tract 70.11","S","+38619080","-121508309",,,,38397,675,131900
"G0600670007012","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007012","007012",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1112015","0","Census Tract 70.12","S","+38620221","-121500622",,,,50384,740,113000
"G0600670007013","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007013","007013",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"684525","0","Census Tract 70.13","S","+38624133","-121488652",,,,47031,729,119200
"G0600670007014","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007014","007014",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1953822","0","Census Tract 70.14","S","+38615463","-121491390",,,,44750,777,118100
"G0600670007100","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007100","007100",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"106085848","1493309","Census Tract 71","S","+38681861","-121526065",,,,65000,648,199100
"G0600670007202","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007202","007202",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"10979683","0","Census Tract 72.02","S","+38685293","-121427833",,,,37095,667,121800
"G0600670007204","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007204","007204",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"8192854","0","Census Tract 72.04","S","+38660278","-121447489",,,,47120,861,119500
"G0600670007206","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007206","007206",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"18675205","0","Census Tract 72.06","S","+38719901","-121454239",,,,50952,784,122900
"G0600670007207","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007207","007207",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"8901494","0","Census Tract 72.07","S","+38709602","-121437564",,,,45938,705,115200
"G0600670007208","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007208","007208",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"7687429","0","Census Tract 72.08","S","+38684435","-121463706",,,,43862,706,114200
"G0600670007209","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007209","007209",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2606997","0","Census Tract 72.09","S","+38692519","-121449089",,,,42895,614,111300
"G0600670007300","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007300","007300",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"11171808","0","Census Tract 73","S","+38652488","-121395179",,,,32266,823,350000
"G0600670007402","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007402","007402",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2904057","0","Census Tract 74.02","S","+38685352","-121375857",,,,40152,698,90200
"G0600670007403","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007403","007403",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2046976","0","Census Tract 74.03","S","+38679536","-121370601",,,,36921,713,87800
"G0600670007404","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007404","007404",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1521941","0","Census Tract 74.04","S","+38669253","-121378575",,,,31105,591,80400
"G0600670007406","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007406","007406",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4622806","0","Census Tract 74.06","S","+38698802","-121374907",,,,38166,712,96600
"G0600670007413","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007413","007413",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"5758731","109318","Census Tract 74.13","S","+38649984","-121381813",,,,25966,603,74100
"G0600670007414","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007414","007414",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1446875","0","Census Tract 74.14","S","+38689035","-121359873",,,,37035,765,96600
"G0600670007415","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007415","007415",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1582915","0","Census Tract 74.15","S","+38679253","-121344359",,,,51672,735,132600
"G0600670007416","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007416","007416",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1307218","0","Census Tract 74.16","S","+38681453","-121353698",,,,37527,788,93700
"G0600670007417","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007417","007417",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2494852","0","Census Tract 74.17","S","+38709935","-121390142",,,,50583,823,123400
"G0600670007418","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007418","007418",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2965961","0","Census Tract 74.18","S","+38721472","-121378857",,,,63438,942,153500
"G0600670007419","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007419","007419",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3796001","0","Census Tract 74.19","S","+38719188","-121355369",,,,59054,791,148700
"G0600670007420","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007420","007420",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2927015","0","Census Tract 74.20","S","+38709875","-121378879",,,,47328,752,135000
"G0600670007421","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007421","007421",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4498451","0","Census Tract 74.21","S","+38714515","-121338802",,,,76564,1104,168100
"G0600670007422","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007422","007422",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"983858","0","Census Tract 74.22","S","+38691902","-121338771",,,,36754,698,110800
"G0600670007423","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007423","007423",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"927091","0","Census Tract 74.23","S","+38671952","-121360174",,,,30048,588,90000
"G0600670007424","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007424","007424",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1452698","0","Census Tract 74.24","S","+38664070","-121366769",,,,33708,658,102400
"G0600670007425","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007425","007425",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2320828","0","Census Tract 74.25","S","+38699407","-121352566",,,,45558,729,121400
"G0600670007501","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007501","007501",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2539361","0","Census Tract 75.01","S","+38670670","-121343199",,,,35838,630,128700
"G0600670007503","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007503","007503",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1807952","0","Census Tract 75.03","S","+38656359","-121349641",,,,28062,613,131400
"G0600670007504","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007504","007504",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3344303","0","Census Tract 75.04","S","+38645003","-121364312",,,,39900,665,175900
"G0600670007601","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007601","007601",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3031311","0","Census Tract 76.01","S","+38647237","-121337333",,,,42378,635,183600
"G0600670007602","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007602","007602",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2495924","0","Census Tract 76.02","S","+38635571","-121338894",,,,41567,665,152300
"G0600670007701","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007701","007701",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2435415","0","Census Tract 77.01","S","+38616304","-121337111",,,,36918,593,160200
"G0600670007702","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007702","007702",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2608514","54970","Census Tract 77.02","S","+38601272","-121335546",,,,58487,848,247500
"G0600670007801","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007801","007801",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3514828","65202","Census Tract 78.01","S","+38631104","-121315325",,,,49241,639,182300
"G0600670007802","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007802","007802",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4561364","177497","Census Tract 78.02","S","+38615464","-121318298",,,,45660,644,256200
"G0600670007903","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007903","007903",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2567778","0","Census Tract 79.03","S","+38656870","-121317035",,,,58068,764,161300
"G0600670007904","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007904","007904",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2311362","0","Census Tract 79.04","S","+38656520","-121299307",,,,50697,835,148800
"G0600670007905","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007905","007905",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2446836","0","Census Tract 79.05","S","+38643604","-121300898",,,,59531,679,189200
"G0600670007906","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","007906","007906",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1899150","0","Census Tract 79.06","S","+38643204","-121319725",,,,50122,670,169600
"G0600670008005","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008005","008005",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"5663008","652795","Census Tract 80.05","S","+38655430","-121217703",,,,84188,840,238500
"G0600670008006","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008006","008006",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"5413078","48444","Census Tract 80.06","S","+38651304","-121236614",,,,71450,879,241500
"G0600670008007","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008007","008007",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2022808","0","Census Tract 80.07","S","+38658770","-121279248",,,,50417,548,206600
"G0600670008008","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008008","008008",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3121225","0","Census Tract 80.08","S","+38659636","-121259506",,,,65370,754,210000
"G0600670008009","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008009","008009",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4445049","162215","Census Tract 80.09","S","+38642771","-121263432",,,,52902,645,261200
"G0600670008010","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008010","008010",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"4942933","250022","Census Tract 80.10","S","+38641404","-121283872",,,,55765,746,194000
"G0600670008111","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008111","008111",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2832371","0","Census Tract 81.11","S","+38697134","-121301104",,,,46789,795,124200
"G0600670008113","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008113","008113",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1578480","0","Census Tract 81.13","S","+38711552","-121297173",,,,37321,684,104300
"G0600670008117","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008117","008117",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1003535","0","Census Tract 81.17","S","+38665203","-121319650",,,,47102,826,124000
"G0600670008119","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008119","008119",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2430992","0","Census Tract 81.19","S","+38670316","-121299713",,,,45271,747,138200
"G0600670008120","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008120","008120",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1973544","0","Census Tract 81.20","S","+38691702","-121266209",,,,48955,764,146400
"G0600670008122","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008122","008122",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2520989","2704","Census Tract 81.22","S","+38670743","-121257278",,,,55817,790,197400
"G0600670008124","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008124","008124",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2433721","0","Census Tract 81.24","S","+38714789","-121259067",,,,63250,925,160300
"G0600670008125","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008125","008125",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2535676","0","Census Tract 81.25","S","+38708120","-121255532",,,,54696,874,148400
"G0600670008127","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008127","008127",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2072979","0","Census Tract 81.27","S","+38711942","-121315775",,,,51250,863,121600
"G0600670008128","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008128","008128",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1144175","0","Census Tract 81.28","S","+38719334","-121303230",,,,44677,900,108500
"G0600670008129","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008129","008129",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1149245","0","Census Tract 81.29","S","+38703486","-121321360",,,,44762,717,113600
"G0600670008130","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008130","008130",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1871222","0","Census Tract 81.30","S","+38697942","-121328716",,,,44567,885,113400
"G0600670008131","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008131","008131",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2867986","0","Census Tract 81.31","S","+38682529","-121325647",,,,35058,639,93900
"G0600670008132","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008132","008132",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1907856","0","Census Tract 81.32","S","+38694518","-121316653",,,,47167,864,117700
"G0600670008133","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008133","008133",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"925950","0","Census Tract 81.33","S","+38666803","-121332996",,,,30293,641,90900
"G0600670008134","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008134","008134",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1567958","0","Census Tract 81.34","S","+38672853","-121318976",,,,36975,722,129700
"G0600670008135","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008135","008135",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1549353","0","Census Tract 81.35","S","+38681503","-121305522",,,,33434,662,108100
"G0600670008136","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008136","008136",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1378391","0","Census Tract 81.36","S","+38684869","-121295010",,,,40076,745,144200
"G0600670008137","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008137","008137",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1077876","0","Census Tract 81.37","S","+38671470","-121290096",,,,45368,737,147400
"G0600670008138","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008138","008138",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1753393","0","Census Tract 81.38","S","+38669903","-121279243",,,,57103,652,161500
"G0600670008139","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008139","008139",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1419457","0","Census Tract 81.39","S","+38670663","-121266507",,,,32454,701,130800
"G0600670008140","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008140","008140",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1662377","0","Census Tract 81.40","S","+38693052","-121278677",,,,50753,665,148300
"G0600670008141","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008141","008141",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2076968","0","Census Tract 81.41","S","+38685003","-121279853",,,,32346,627,125800
"G0600670008142","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008142","008142",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1530910","0","Census Tract 81.42","S","+38702752","-121283333",,,,38185,729,146400
"G0600670008143","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008143","008143",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2390323","0","Census Tract 81.43","S","+38715402","-121283360",,,,39304,742,138300
"G0600670008144","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008144","008144",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"1338749","0","Census Tract 81.44","S","+38687872","-121255757",,,,63646,963,157600
"G0600670008145","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008145","008145",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3421405","0","Census Tract 81.45","S","+38691551","-121248613",,,,61089,950,146900
"G0600670008203","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008203","008203",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"6116380","21659","Census Tract 82.03","S","+38690926","-121232425",,,,57098,853,170600
"G0600670008204","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008204","008204",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2584492","0","Census Tract 82.04","S","+38670770","-121232649",,,,59536,916,156100
"G0600670008206","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008206","008206",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2805030","0","Census Tract 82.06","S","+38672369","-121211041",,,,47786,764,145800
"G0600670008207","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008207","008207",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3373889","316325","Census Tract 82.07","S","+38667087","-121198141",,,,60813,789,169100
"G0600670008208","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008208","008208",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3517151","0","Census Tract 82.08","S","+38683024","-121212483",,,,43333,761,145400
"G0600670008209","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008209","008209",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3525333","77985","Census Tract 82.09","S","+38687945","-121185427",,,,82107,866,276300
"G0600670008210","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008210","008210",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"5259131","618123","Census Tract 82.10","S","+38703432","-121177528",,,,60098,885,214600
"G0600670008211","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008211","008211",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"7690383","0","Census Tract 82.11","S","+38703502","-121206435",,,,62500,902,206400
"G0600670008300","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008300","008300",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3326601","0","Census Tract 83","S","+38693301","-121155512",,,,56042,293,0
"G0600670008402","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008402","008402",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3151920","0","Census Tract 84.02","S","+38681999","-121151346",,,,61295,796,182200
"G0600670008403","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008403","008403",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"3026272","7438","Census Tract 84.03","S","+38665313","-121166471",,,,67941,1058,208400
"G0600670008404","2000","CA","4","9","California","06","Sacramento","067",,,,,"0","008404","008404",,,,,,,,,,,"6922","82","N","6920","9999","9",,,,,,,,,"2663137","238189","Census Tract 84.04","S","+38676244","-121173983",,,,37368,578,149600
