GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,GMY001,GBO001,GCL001
"G0600010400100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400100","400100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"6799198","0","Census Tract 4001","S","+37860659","-122229488",,,,133272,1913,690600
"G0600010400200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400200","400200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"659615","0","Census Tract 4002","S","+37848476","-122250632",,,,82729,917,474500
"G0600010400300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400300","400300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1074640","0","Census Tract 4003","S","+37840626","-122255531",,,,58663,785,396400
"G0600010400400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400400","400400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"696057","0","Census Tract 4004","S","+37848176","-122258791",,,,58405,898,392400
"G0600010400500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400500","400500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"576343","0","Census Tract 4005","S","+37848626","-122264679",,,,40781,749,240500
"G0600010400600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400600","400600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"315297","0","Census Tract 4006","S","+37841776","-122264282",,,,42237,711,271000
"G0600010400700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400700","400700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"852890","0","Census Tract 4007","S","+37842976","-122273712",,,,30587,679,186000
"G0600010400800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400800","400800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"726605","0","Census Tract 4008","S","+37844714","-122283764",,,,32981,678,168400
"G0600010400900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","400900","400900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"431231","0","Census Tract 4009","S","+37839626","-122281850",,,,29338,717,139900
"G0600010401000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401000","401000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1166661","0","Census Tract 4010","S","+37831977","-122273213",,,,27290,610,164800
"G0600010401100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401100","401100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"880448","0","Census Tract 4011","S","+37830777","-122265640",,,,33034,707,259700
"G0600010401200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401200","401200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"660659","0","Census Tract 4012","S","+37830177","-122258420",,,,46343,798,313700
"G0600010401300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401300","401300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"839208","0","Census Tract 4013","S","+37818927","-122267396",,,,18644,529,325000
"G0600010401400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401400","401400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"755108","0","Census Tract 4014","S","+37820495","-122272732",,,,19824,608,144000
"G0600010401500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401500","401500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"468490","0","Census Tract 4015","S","+37823260","-122281229",,,,26912,612,168300
"G0600010401600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401600","401600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"633361","0","Census Tract 4016","S","+37817727","-122281949",,,,27286,631,131300
"G0600010401700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401700","401700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"5893809","10694655","Census Tract 4017","S","+37817379","-122297362",,,,24542,667,136300
"G0600010401800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401800","401800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"301564","0","Census Tract 4018","S","+37810027","-122298229",,,,19055,508,122400
"G0600010401900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","401900","401900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"4430134","1362255","Census Tract 4019","S","+37805691","-122314924",,,,50208,603,140800
"G0600010402000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402000","402000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1128927","472370","Census Tract 4020","S","+37799777","-122284968",,,,61250,725,137500
"G0600010402100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402100","402100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"274456","0","Census Tract 4021","S","+37806827","-122290363",,,,11944,288,205000
"G0600010402200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402200","402200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"273219","0","Census Tract 4022","S","+37810094","-122293647",,,,26313,530,119400
"G0600010402300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402300","402300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"420643","0","Census Tract 4023","S","+37812677","-122289271",,,,42083,711,181800
"G0600010402400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402400","402400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"325496","0","Census Tract 4024","S","+37813027","-122282529",,,,16771,445,195700
"G0600010402500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402500","402500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"369074","0","Census Tract 4025","S","+37805827","-122286311",,,,15824,413,171000
"G0600010402600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402600","402600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"290881","0","Census Tract 4026","S","+37804440","-122280022",,,,13258,436,79100
"G0600010402700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402700","402700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"369668","0","Census Tract 4027","S","+37810527","-122277762",,,,30359,634,176600
"G0600010402800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402800","402800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"379216","0","Census Tract 4028","S","+37808677","-122271725",,,,10268,286,191100
"G0600010402900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","402900","402900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"386655","0","Census Tract 4029","S","+37808277","-122267351",,,,19132,455,0
"G0600010403000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403000","403000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"335995","0","Census Tract 4030","S","+37800477","-122270616",,,,13107,422,162500
"G0600010403100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403100","403100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"345864","0","Census Tract 4031","S","+37802877","-122276528",,,,15341,379,217600
"G0600010403200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403200","403200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"513599","194974","Census Tract 4032","S","+37797101","-122276063",,,,104385,0,239700
"G0600010403300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403300","403300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"908967","127977","Census Tract 4033","S","+37796028","-122267430",,,,24474,558,162100
"G0600010403400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403400","403400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"671004","573323","Census Tract 4034","S","+37803027","-122263178",,,,30470,653,201200
"G0600010403500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403500","403500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"834826","0","Census Tract 4035","S","+37817327","-122260072",,,,32340,714,188800
"G0600010403600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403600","403600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"385423","0","Census Tract 4036","S","+37814077","-122255086",,,,40420,763,227000
"G0600010403700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403700","403700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"369193","0","Census Tract 4037","S","+37810727","-122255304",,,,42539,815,189600
"G0600010403800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403800","403800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"688424","0","Census Tract 4038","S","+37814377","-122242307",,,,51659,818,360500
"G0600010403900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","403900","403900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"506543","0","Census Tract 4039","S","+37817427","-122250068",,,,43949,842,204100
"G0600010404000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404000","404000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"367282","0","Census Tract 4040","S","+37823627","-122255017",,,,43485,784,220200
"G0600010404100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404100","404100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"802525","0","Census Tract 4041","S","+37829477","-122251767",,,,42609,827,317600
"G0600010404200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404200","404200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2739143","0","Census Tract 4042","S","+37837626","-122228959",,,,94112,1218,492800
"G0600010404300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404300","404300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1828310","25273","Census Tract 4043","S","+37845076","-122239291",,,,100970,992,665200
"G0600010404400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404400","404400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"4090053","0","Census Tract 4044","S","+37841726","-122213197",,,,101888,1510,443500
"G0600010404501","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404501","404501",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1093304","18100","Census Tract 4045.01","S","+37825209","-122213312",,,,113255,1517,558800
"G0600010404502","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404502","404502",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"3101479","0","Census Tract 4045.02","S","+37834859","-122202323",,,,98560,1372,439400
"G0600010404600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404600","404600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"4961442","0","Census Tract 4046","S","+37824026","-122191823",,,,116633,1683,451500
"G0600010404700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404700","404700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1246646","0","Census Tract 4047","S","+37812344","-122206784",,,,110915,1450,437400
"G0600010404800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404800","404800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"618034","0","Census Tract 4048","S","+37806327","-122212510",,,,53309,685,334300
"G0600010404900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","404900","404900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1051420","0","Census Tract 4049","S","+37802277","-122222819",,,,56538,794,313300
"G0600010405000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405000","405000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"846275","0","Census Tract 4050","S","+37807327","-122228719",,,,66611,778,364400
"G0600010405100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405100","405100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1236790","0","Census Tract 4051","S","+37812027","-122232585",,,,106217,1694,527100
"G0600010405200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405200","405200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"956285","0","Census Tract 4052","S","+37805427","-122244257",,,,46448,753,285400
"G0600010405300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405300","405300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"413912","0","Census Tract 4053","S","+37799977","-122253969",,,,34386,683,192000
"G0600010405400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405400","405400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"683461","0","Census Tract 4054","S","+37795677","-122248129",,,,28303,619,165800
"G0600010405500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405500","405500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"419526","0","Census Tract 4055","S","+37798827","-122243216",,,,36356,678,169900
"G0600010405600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405600","405600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"424816","0","Census Tract 4056","S","+37801277","-122236574",,,,36918,714,190500
"G0600010405700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405700","405700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"543071","0","Census Tract 4057","S","+37799394","-122228908",,,,35246,687,157200
"G0600010405800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405800","405800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"517265","0","Census Tract 4058","S","+37793227","-122232612",,,,32219,719,160200
"G0600010405900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","405900","405900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"927592","0","Census Tract 4059","S","+37789328","-122238745",,,,28677,625,146000
"G0600010406000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406000","406000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2166025","588518","Census Tract 4060","S","+37789378","-122249473",,,,27318,657,135500
"G0600010406100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406100","406100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1867510","57992","Census Tract 4061","S","+37775428","-122227926",,,,34363,690,131300
"G0600010406201","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406201","406201",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"402899","0","Census Tract 4062.01","S","+37785195","-122230923",,,,26475,551,121800
"G0600010406202","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406202","406202",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"392313","0","Census Tract 4062.02","S","+37782228","-122226470",,,,33277,593,159600
"G0600010406300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406300","406300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"476306","0","Census Tract 4063","S","+37787978","-122225141",,,,29849,580,163800
"G0600010406400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406400","406400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"536397","23415","Census Tract 4064","S","+37794262","-122219462",,,,48618,773,195600
"G0600010406500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406500","406500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"739941","0","Census Tract 4065","S","+37787677","-122217140",,,,34283,672,157000
"G0600010406600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406600","406600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1164904","0","Census Tract 4066","S","+37794677","-122210101",,,,36262,745,171300
"G0600010406700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406700","406700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1687015","0","Census Tract 4067","S","+37801677","-122202878",,,,68432,886,284900
"G0600010406800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406800","406800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"953343","0","Census Tract 4068","S","+37796427","-122196402",,,,55670,801,260000
"G0600010406900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","406900","406900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"882554","0","Census Tract 4069","S","+37794727","-122190660",,,,56016,830,271100
"G0600010407000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407000","407000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"860348","0","Census Tract 4070","S","+37788227","-122201927",,,,35875,655,154800
"G0600010407100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407100","407100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1035302","0","Census Tract 4071","S","+37779828","-122213127",,,,39868,665,160200
"G0600010407200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407200","407200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"700732","0","Census Tract 4072","S","+37776835","-122217923",,,,31094,587,149900
"G0600010407300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407300","407300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"2353620","258795","Census Tract 4073","S","+37764928","-122211677",,,,29470,689,120000
"G0600010407400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407400","407400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"516362","0","Census Tract 4074","S","+37771561","-122208135",,,,30859,648,140600
"G0600010407500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407500","407500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"506005","0","Census Tract 4075","S","+37769928","-122197664",,,,28182,627,140700
"G0600010407600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407600","407600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1057033","0","Census Tract 4076","S","+37776545","-122203103",,,,35625,688,167800
"G0600010407700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407700","407700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"923726","0","Census Tract 4077","S","+37776428","-122192953",,,,50747,709,204900
"G0600010407800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407800","407800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1199742","0","Census Tract 4078","S","+37782227","-122188976",,,,51167,832,221900
"G0600010407900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","407900","407900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1225222","0","Census Tract 4079","S","+37787660","-122185102",,,,66895,886,263100
"G0600010408000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408000","408000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1865209","8309","Census Tract 4080","S","+37802860","-122181481",,,,88812,1844,377300
"G0600010408100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408100","408100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"8663320","0","Census Tract 4081","S","+37783527","-122157494",,,,87686,1454,431600
"G0600010408200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408200","408200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"898713","0","Census Tract 4082","S","+37773628","-122176722",,,,35543,774,193900
"G0600010408300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408300","408300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1521391","0","Census Tract 4083","S","+37770895","-122164798",,,,51944,743,199000
"G0600010408400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408400","408400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"526776","0","Census Tract 4084","S","+37764128","-122171576",,,,32304,688,135500
"G0600010408500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408500","408500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"853809","0","Census Tract 4085","S","+37759278","-122178692",,,,33266,623,138800
"G0600010408600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408600","408600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1086602","0","Census Tract 4086","S","+37765045","-122183473",,,,35096,716,138200
"G0600010408700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408700","408700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1138672","0","Census Tract 4087","S","+37768478","-122189138",,,,32578,682,142400
"G0600010408800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408800","408800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1196601","0","Census Tract 4088","S","+37757878","-122195934",,,,25903,442,120700
"G0600010408900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","408900","408900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"813276","0","Census Tract 4089","S","+37753978","-122189691",,,,29984,667,123200
"G0600010409000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409000","409000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"16342781","42652834","Census Tract 4090","S","+37734079","-122198893",,,,29904,654,115500
"G0600010409100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409100","409100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"489798","0","Census Tract 4091","S","+37732579","-122183392",,,,29597,766,114700
"G0600010409200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409200","409200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"679098","0","Census Tract 4092","S","+37727962","-122177865",,,,40104,705,131100
"G0600010409300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409300","409300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1073368","0","Census Tract 4093","S","+37735079","-122173206",,,,33092,660,131400
"G0600010409400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409400","409400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1265775","0","Census Tract 4094","S","+37744479","-122177326",,,,35298,687,118800
"G0600010409500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409500","409500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"854310","0","Census Tract 4095","S","+37750428","-122181115",,,,25962,644,116100
"G0600010409600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409600","409600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"753274","0","Census Tract 4096","S","+37751978","-122173136",,,,31385,705,136500
"G0600010409700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409700","409700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"802838","0","Census Tract 4097","S","+37755202","-122166493",,,,27500,693,139500
"G0600010409800","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409800","409800",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1766677","0","Census Tract 4098","S","+37759878","-122156610",,,,56063,727,225400
"G0600010409900","2000","CA","4","9","California","06","Alameda","001",,,,,"0","409900","409900",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"4754884","0","Census Tract 4099","S","+37758328","-122135742",,,,83465,1051,327500
"G0600010410000","2000","CA","4","9","California","06","Alameda","001",,,,,"0","410000","410000",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"6816547","175854","Census Tract 4100","S","+37744078","-122135644",,,,73229,839,320400
"G0600010410100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","410100","410100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"805451","0","Census Tract 4101","S","+37746061","-122153328",,,,39716,733,166200
"G0600010410200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","410200","410200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"617729","0","Census Tract 4102","S","+37744278","-122156925",,,,35755,716,157200
"G0600010410300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","410300","410300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"574017","0","Census Tract 4103","S","+37746728","-122166183",,,,26683,691,130700
"G0600010410400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","410400","410400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"702502","0","Census Tract 4104","S","+37740929","-122160901",,,,40787,735,140500
"G0600010420100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","420100","420100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"525855","0","Census Tract 4201","S","+37895386","-122291267",,,,67969,1080,352400
"G0600010420200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","420200","420200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"451122","0","Census Tract 4202","S","+37894925","-122297129",,,,52500,998,292500
"G0600010420300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","420300","420300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1223151","1424814","Census Tract 4203","S","+37889492","-122304473",,,,52273,979,230900
"G0600010420400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","420400","420400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1009760","8323377","Census Tract 4204","S","+37884531","-122307106",,,,27566,591,0
"G0600010420500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","420500","420500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"392015","0","Census Tract 4205","S","+37886525","-122294336",,,,56008,885,318900
"G0600010420600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","420600","420600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"804513","0","Census Tract 4206","S","+37887175","-122286874",,,,72310,1086,347200
"G0600010421100","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421100","421100",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"745866","0","Census Tract 4211","S","+37898725","-122265866",,,,109660,1161,517100
"G0600010421200","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421200","421200",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1314675","4775","Census Tract 4212","S","+37897992","-122275426",,,,129902,975,584800
"G0600010421300","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421300","421300",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1059135","0","Census Tract 4213","S","+37892275","-122281629",,,,95646,1000,437900
"G0600010421400","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421400","421400",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"465712","0","Census Tract 4214","S","+37888958","-122272056",,,,96228,2001,495400
"G0600010421500","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421500","421500",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1586755","5858","Census Tract 4215","S","+37891225","-122259703",,,,101324,1534,482200
"G0600010421600","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421600","421600",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"1453357","0","Census Tract 4216","S","+37884525","-122258768",,,,95868,978,505900
"G0600010421700","2000","CA","4","9","California","06","Alameda","001",,,,,"0","421700","421700",,,,,,,,,,,"7362","84","N","5775","9999","9",,,,,,,,,"583852","0","Census Tract 4217","S","+37881775","-122270255",,,,54180,898,378600
