geoid,county_name,group,is_pre2000,is_buildout,is_hyperscale,near_dc_2000,near_dc_2015,near_dc_2023,dist_nearest_dc_2000_km,dist_nearest_dc_2015_km,dist_nearest_dc_2023_km,med_home_value,med_rent,med_hh_income,renter_ratio,rent_burden,year,post_2015,post_2023,pre2000_x_post_2015,pre2000_x_post_2023,buildout_x_post_2015,buildout_x_post_2023,log_med_home_value,log_med_rent,log_med_hh_income,inv_dist_2023,propensity_score,in_matched_sample
06037601802,Los Angeles County,buildout,0,1,0,False,True,True,,3.9,3.9,323000.0,929.0,36760.0,0.6107106076210093,0.30326441784548425,2015,1,0,0,0,1,0,12.685407602204794,6.834108738813838,10.512165576469624,0.25641025641025644,0.058832036944276946,True
06037601202,Los Angeles County,buildout,0,1,0,False,True,True,,4.08,4.08,334500.0,1000.0,42038.0,0.5052732502396932,0.2854560159855369,2015,1,0,0,0,1,0,12.72039215855042,6.907755278982137,10.646329250119924,0.24509803921568626,0.06756080757197194,True
06037501501,Los Angeles County,control,0,0,0,False,False,False,,34.26,34.26,494800.0,1693.0,93036.0,0.10714285714285714,0.21836708370953178,2015,1,0,0,0,0,0,13.11190891950047,7.4342573821331355,11.440741794006959,0.02918855808523059,0.09635323036183961,True
06037408301,Los Angeles County,control,0,0,0,False,False,False,,38.53,38.53,346600.0,1314.0,60346.0,0.3083264633140973,0.26129320916050774,2015,1,0,0,0,0,0,12.755926656263643,7.1808311990445555,11.00784994429592,0.025953802232026993,0.0599473142336931,True
06037700902,Los Angeles County,control,0,0,0,False,False,False,,15.58,15.58,1515600.0,1874.0,76178.0,0.7930499534595098,0.2952033395468508,2015,1,0,0,0,0,0,14.231321958126582,7.535830462798367,11.240827986078092,0.06418485237483953,0.05714699011599336,True
06037701601,Los Angeles County,control,0,0,0,False,False,False,,15.62,15.62,1539700.0,1990.0,104280.0,0.44840230487166055,0.2289988492520138,2015,1,0,0,0,0,0,14.24709815021801,7.595889917718538,11.554834868047438,0.06402048655569782,0.0854281077046669,True
06037702600,Los Angeles County,buildout,0,1,0,False,True,True,,8.21,8.21,759600.0,1822.0,85571.0,0.24966681474900043,0.25550712274018067,2015,1,0,0,0,1,0,13.540547257920268,7.507690077819904,11.357101719682486,0.12180267965895249,0.0907190590790437,True
06037703002,Los Angeles County,buildout,0,1,0,False,True,True,,7.39,7.39,790100.0,1764.0,103393.0,0.24244505494505494,0.20473339587786407,2015,1,0,0,0,1,0,13.579914798710824,7.475339236566737,11.546292540505648,0.13531799729364005,0.09749479797958067,True
06037703100,Los Angeles County,buildout,0,1,0,False,True,True,,8.43,8.43,567600.0,1162.0,70047.0,0.3676410045286126,0.19906634117092809,2015,1,0,0,0,1,0,13.249172224268024,7.057897937411856,11.156921724295607,0.11862396204033215,0.08528630459150514,True
06037203710,Los Angeles County,control,0,0,0,False,False,False,,22.27,22.27,325000.0,956.0,32768.0,0.747072599531616,0.35009765625,2015,1,0,0,0,0,0,12.691580461311874,6.862757913051401,10.39720770839918,0.0449034575662326,0.05749793873194677,True
06037620201,Los Angeles County,buildout,0,1,0,False,True,True,,3.79,3.79,1149300.0,2586.0,124545.0,0.7427536231884058,0.24916295314946404,2015,1,0,0,0,1,0,13.95466361935685,7.857867559331803,11.73242237536424,0.2638522427440633,0.0754774678943074,True
06037208610,Los Angeles County,control,0,0,0,False,False,False,,19.28,19.28,284500.0,1027.0,35682.0,0.8296460176991151,0.34538422734151675,2015,1,0,0,0,0,0,12.558488532548523,6.934397209928558,10.482401638934649,0.051867219917012444,0.06064917223985867,True
06037117510,Los Angeles County,control,0,0,0,False,False,False,,35.32,35.32,327700.0,1220.0,35714.0,0.842436974789916,0.4099232793862351,2015,1,0,0,0,0,0,12.699853834686905,7.106606137727303,10.48329804775707,0.028312570781426953,0.056425187735998174,True
06037534201,Los Angeles County,control,0,0,0,False,False,False,,20.64,20.64,269200.0,1090.0,35159.0,0.8081510934393639,0.37202423277112545,2015,1,0,0,0,0,0,12.50320987675271,6.993932975223189,10.467635909983954,0.04844961240310077,0.06140296003331361,True
06037401311,Los Angeles County,control,0,0,0,False,False,False,,56.86,56.86,387500.0,1641.0,75663.0,0.38583013230900554,0.26025930771975736,2015,1,0,0,0,0,0,12.86747112777554,7.403061091090091,11.234044548471516,0.017587055926837847,0.07030385040087084,True
06037401500,Los Angeles County,control,0,0,0,False,False,False,,59.41,59.41,343600.0,1120.0,59770.0,0.29662423907028224,0.22486197088840557,2015,1,0,0,0,0,0,12.747233469092237,7.02108396428914,10.9982591418183,0.016832183134152502,0.06434809319010654,True
06037434001,Los Angeles County,control,0,0,0,False,False,False,,37.31,37.31,306500.0,1342.0,40987.0,0.39299242424242425,0.39290506746041426,2015,1,0,0,0,0,0,12.632973034358404,7.201916317531627,10.621010222237388,0.02680246582685607,0.05873297976042783,True
06037463400,Los Angeles County,control,0,0,0,False,False,False,,35.07,35.07,650800.0,1452.0,80194.0,0.5935152234084619,0.21727311270169838,2015,1,0,0,0,0,0,13.38595765432702,7.280697195384741,11.292203978088395,0.028514399771884802,0.06557694475985644,True
06037277100,Los Angeles County,buildout,0,1,0,False,True,True,,4.88,4.88,624600.0,2314.0,81316.0,0.14766355140186915,0.34148261104825617,2015,1,0,0,0,1,0,13.344866723831116,7.746732907753622,11.306098078140955,0.20491803278688525,0.060651286346861566,True
06037277200,Los Angeles County,buildout,0,1,0,False,True,True,,3.45,3.45,380300.0,1475.0,56789.0,0.8831168831168831,0.3116800788885171,2015,1,0,0,0,1,0,12.84871569391635,7.29641326877392,10.947097923982511,0.2898550724637681,0.06129412659529111,True
06037293304,Los Angeles County,control,0,0,0,False,False,False,,15.54,15.54,346100.0,1021.0,45247.0,0.6512928022361985,0.2707803832298274,2015,1,0,0,0,0,0,12.754483029623435,6.928537818164665,10.719891648587698,0.06435006435006435,0.06534280407149799,True
06037294120,Los Angeles County,control,0,0,0,False,False,False,,18.37,18.37,268500.0,1256.0,45298.0,0.5145454545454545,0.3327299218508543,2015,1,0,0,0,0,0,12.500606192931057,7.135687347028144,10.721018160386105,0.05443658138268916,0.06893847369680754,True
06037402301,Los Angeles County,control,0,0,0,False,False,False,,59.21,59.21,283300.0,1246.0,45991.0,0.5393175074183977,0.32510708616903305,2015,1,0,0,0,0,0,12.554261685818608,7.1276936993473985,10.736201004154935,0.01688903901368012,0.05916472391406468,True
06037460200,Los Angeles County,control,0,0,0,False,False,False,,38.56,38.56,570700.0,1645.0,95833.0,0.29654859218891916,0.20598332515939186,2015,1,0,0,0,0,0,13.2546189565248,7.405495663199472,11.470362372284514,0.025933609958506222,0.08687890430693077,True
06037275311,Los Angeles County,buildout,0,1,0,False,True,True,,8.15,8.15,716800.0,1573.0,80671.0,0.5799481417458946,0.2339874304272911,2015,1,0,0,0,1,0,13.482552140642857,7.360739903058278,11.298134434036164,0.12269938650306748,0.07115036424425263,True
06037407301,Los Angeles County,control,0,0,0,False,False,False,,41.84,41.84,327900.0,1452.0,63382.0,0.3375912408759124,0.27490454703228046,2015,1,0,0,0,0,0,12.700463962832739,7.280697195384741,11.056935188442845,0.02390057361376673,0.06755699479601089,True
06037407701,Los Angeles County,control,0,0,0,False,False,False,,43.42,43.42,314100.0,1059.0,55423.0,0.5802357207615594,0.2292910885372499,2015,1,0,0,0,0,0,12.657466685526737,6.9650803456014065,10.922749949034161,0.023030861354214647,0.07528640010665498,True
06037430803,Los Angeles County,control,0,0,0,False,False,False,,39.88,39.88,878000.0,1591.0,95613.0,0.265053460889139,0.19967995983809733,2015,1,0,0,0,0,0,13.685401872617254,7.372118028337787,11.468064073058205,0.02507522567703109,0.07119198594630437,True
06037276000,Los Angeles County,buildout,0,1,0,False,True,True,,5.27,5.27,721700.0,1607.0,111793.0,0.23934280639431615,0.17249738355711003,2015,1,0,0,0,1,0,13.489364819060365,7.382124365737512,11.624404225936138,0.18975332068311196,0.08822241357327208,True
06037276400,Los Angeles County,buildout,0,1,0,False,True,True,,5.44,5.44,780100.0,2075.0,94643.0,0.2069408740359897,0.2630939424997094,2015,1,0,0,0,1,0,13.567177395576405,7.637716432664798,11.457867197220024,0.1838235294117647,0.07617069325350913,True
06037276500,Los Angeles County,buildout,0,1,0,False,True,True,,5.76,5.76,759700.0,1959.0,88929.0,0.3392857142857143,0.26434571399655904,2015,1,0,0,0,1,0,13.540678897491313,7.580189417944541,11.395593577531182,0.1736111111111111,0.08804766034753062,True
06037277400,Los Angeles County,buildout,0,1,0,False,True,True,,3.23,3.23,,1175.0,37708.0,0.976401179941003,0.3739259573565291,2015,1,0,0,0,1,0,,7.069023426578259,10.53762755251604,0.30959752321981426,0.05557960314578993,True
06037533103,Los Angeles County,control,0,0,0,False,False,False,,15.44,15.44,395000.0,879.0,28316.0,0.8953488372093024,0.3725102415595423,2015,1,0,0,0,0,0,12.886641043883259,6.778784897685177,10.25118229489408,0.06476683937823835,0.060461343938610766,True
06037195500,Los Angeles County,control,0,0,0,False,False,False,,21.62,21.62,694100.0,1245.0,60491.0,0.5699458483754513,0.24697888942156684,2015,1,0,0,0,0,0,13.450371321327674,7.126890808898808,11.010249872622438,0.04625346901017576,0.07091622344410843,True
06037201402,Los Angeles County,control,0,0,0,False,False,False,,24.56,24.56,378100.0,872.0,56581.0,0.3020908435472242,0.18493840688570368,2015,1,0,0,0,0,0,12.842913989879024,6.77078942390898,10.943428518789158,0.04071661237785017,0.07110884517522348,True
06037137501,Los Angeles County,control,0,0,0,False,False,False,,32.2,32.2,889100.0,1685.0,80481.0,0.541927409261577,0.2512394229693965,2015,1,0,0,0,0,0,13.697964994109231,7.429520842786462,11.295776410703686,0.03105590062111801,0.07214948951020621,True
06037300701,Los Angeles County,control,0,0,0,False,False,False,,33.54,33.54,1586100.0,2317.0,138631.0,0.18949880668257757,0.20056120203994776,2023,0,1,0,0,0,0,14.276788730891651,7.748028524432376,11.839571005952267,0.02981514609421586,0.09745495414645812,True
06037237900,Los Angeles County,control,0,0,0,False,False,False,,8.84,8.84,686300.0,1429.0,61811.0,0.3291326908821349,0.27742634806102473,2023,0,1,0,0,0,0,13.439070128896725,7.264730177929867,11.031836621134321,0.11312217194570136,0.06311894129722888,True
06037139703,Los Angeles County,control,0,0,0,False,False,False,,28.14,28.14,2000001.0,3501.0,240083.0,0.043243243243243246,0.17498948280386367,2023,0,1,0,0,0,0,14.508658238524095,8.160803920954665,12.388739975870898,0.0355366027007818,0.09878089202254849,True
06037480302,Los Angeles County,control,0,0,0,False,False,False,,31.53,31.53,823000.0,1855.0,106607.0,0.5741775294847921,0.2088042999052595,2023,0,1,0,0,0,0,13.620711479659207,7.5256399750415355,11.576904454599237,0.03171582619727244,0.06636726035522134,True
06037620001,Los Angeles County,buildout,0,1,0,False,True,True,,1.73,1.73,1665400.0,2239.0,163510.0,0.49733570159857904,0.1643202250626873,2023,0,1,0,0,0,1,14.325575892783856,7.713784616598755,12.004629429528633,0.5780346820809249,0.08697980745745201,True
06037301000,Los Angeles County,control,0,0,0,False,False,False,,29.75,29.75,1177600.0,2190.0,118843.0,0.5032035485460818,0.22113208182223607,2023,0,1,0,0,0,0,13.978989026956748,7.691656822810547,11.6855585732835,0.03361344537815126,0.07161043377087904,True
06037620301,Los Angeles County,buildout,0,1,0,False,True,True,,2.69,2.69,2000001.0,3501.0,237798.0,0.19704102219233355,0.17667095602149724,2023,0,1,0,0,0,1,14.508658238524095,8.160803920954665,12.379176852774519,0.3717472118959108,0.07116938802712318,True
06037540502,Los Angeles County,control,0,0,0,False,False,False,,15.82,15.82,682500.0,1626.0,57724.0,0.8753744757339724,0.33802231307601693,2023,0,1,0,0,0,0,13.433517806041252,7.3938782901077555,10.963428310555969,0.0632111251580278,0.06029587908660359,True
06037123203,Los Angeles County,control,0,0,0,False,False,False,,30.45,30.45,782000.0,1770.0,41923.0,0.8690944881889764,0.506643131455287,2023,0,1,0,0,0,0,13.569610019527449,7.478734825567875,10.643589881319775,0.03284072249589491,0.058815675151137066,True
06037621201,Los Angeles County,buildout,0,1,0,False,True,True,,7.33,7.33,1233000.0,2638.0,160201.0,0.45256715402924175,0.1976017627855007,2023,0,1,0,0,0,1,14.024960782146481,7.87777633327726,11.984184555794167,0.1364256480218281,0.07479562973807291,True
06037262303,Los Angeles County,control,0,0,0,False,False,False,,18.5,18.5,2000001.0,,244450.0,0.03671497584541063,,2023,0,1,0,0,0,0,14.508658238524095,,12.406766068006792,0.05405405405405406,0.1368135808206744,True
06037191410,Los Angeles County,control,0,0,0,False,False,False,,20.63,20.63,1108700.0,1362.0,53699.0,0.9134262655906089,0.3043632097431982,2023,0,1,0,0,0,0,13.918698715760444,7.216709486709457,10.891149658349637,0.048473097430925836,0.05787481219023308,True
06037122420,Los Angeles County,control,0,0,0,False,False,False,,31.27,31.27,793300.0,1657.0,76250.0,0.711284046692607,0.2607737704918033,2023,0,1,0,0,0,0,13.583956739290095,7.4127640174265625,11.241772694469658,0.03197953309881676,0.06556433812906165,True
06037554513,Los Angeles County,control,0,0,0,False,False,False,,29.49,29.49,784100.0,2943.0,125417.0,0.2376847290640394,0.2815886203624708,2023,0,1,0,0,0,0,13.572291842219013,7.987184748233473,11.73939946418089,0.0339097999321804,0.054533772637034635,True
06037552601,Los Angeles County,control,0,0,0,False,False,False,,28.53,28.53,575800.0,1923.0,93750.0,0.31352282515073215,0.246144,2023,0,1,0,0,0,0,13.263515657160212,7.56164174558878,11.448386943832658,0.03505082369435682,0.058768169104741766,True
06037601002,Los Angeles County,buildout,0,1,0,False,True,True,,5.27,5.27,667700.0,1740.0,59220.0,0.8055696202531646,0.3525835866261398,2023,0,1,0,0,0,1,13.41159424984596,7.461640392208575,10.989014601655581,0.18975332068311196,0.0598116343895341,True
06037117302,Los Angeles County,control,0,0,0,False,False,False,,36.6,36.6,851900.0,1892.0,115708.0,0.2464129756706176,0.1962180661665572,2023,0,1,0,0,0,0,13.655224428030932,7.545389749611823,11.658825055130215,0.0273224043715847,0.07481699556417824,True
06037572500,Los Angeles County,control,0,0,0,False,False,False,,18.92,18.92,417400.0,1115.0,50819.0,0.6758136566687939,0.26328735315531593,2023,0,1,0,0,0,0,12.941800273625237,7.016609683894219,10.83602557938815,0.05285412262156448,0.06367568685257821,True
06037620521,Los Angeles County,buildout,0,1,0,False,True,True,,4.69,4.69,1151000.0,2304.0,115829.0,0.5314412910406232,0.23869669944487132,2023,0,1,0,0,0,1,13.95614168770402,7.742402021815782,11.659870244547157,0.21321961620469082,0.07320400795307964,True
06037120400,Los Angeles County,control,0,0,0,False,False,False,,33.23,33.23,649900.0,1589.0,67679.0,0.6530223702998572,0.28174175150342057,2023,0,1,0,0,0,0,13.38457378388244,7.370860166536716,11.122531218757235,0.030093289196509183,0.06408614352021239,True
06037124300,Los Angeles County,control,0,0,0,False,False,False,,28.25,28.25,828600.0,1791.0,69909.0,0.6884858044164038,0.3074282281251341,2023,0,1,0,0,0,0,13.627492808625439,7.490529402060711,11.154949675298448,0.035398230088495575,0.06546632193064611,True
06037106020,Los Angeles County,control,0,0,0,False,False,False,,44.49,44.49,700800.0,2816.0,123250.0,0.2765793528505393,0.2741744421906694,2023,0,1,0,0,0,0,13.459977818604319,7.943072717277933,11.721970091904936,0.02247696111485727,0.07780911436451671,True
06037115301,Los Angeles County,control,0,0,0,False,False,False,,38.61,38.61,939700.0,2266.0,95152.0,0.47965998785670916,0.28577434000336305,2023,0,1,0,0,0,0,13.753315954371157,7.725771441587952,11.463230891946376,0.0259000259000259,0.07819704768611214,True
06037650901,Los Angeles County,control,0,0,0,False,False,False,,10.56,10.56,894300.0,1868.0,106250.0,0.5126162018592297,0.2109741176470588,2023,0,1,0,0,0,0,13.703796568334273,7.532623618788788,11.573550086786664,0.0946969696969697,0.07465836448844464,True
06037572201,Los Angeles County,control,0,0,0,False,False,False,,20.78,20.78,711500.0,1583.0,77353.0,0.3343717549325026,0.24557547864982612,2023,0,1,0,0,0,0,13.475130696512045,7.367077059881012,11.256134639993771,0.04812319538017324,0.08071820126211834,True
06037650200,Los Angeles County,buildout,0,1,0,False,True,True,,7.63,7.63,906500.0,2813.0,138438.0,0.21909492273730685,0.24383478524682528,2023,0,1,0,0,0,1,13.717346309177042,7.9420068084898565,11.838177850953219,0.1310615989515072,0.07086293698078433,True
06037621301,Los Angeles County,control,0,0,0,False,False,False,,8.95,8.95,1246600.0,2761.0,120750.0,0.2942176870748299,0.2743850931677019,2023,0,1,0,0,0,0,14.035930403356888,7.923348211930154,11.701477571514818,0.111731843575419,0.07833633132625836,True
06037650001,Los Angeles County,buildout,0,1,0,False,True,True,,7.27,7.27,914300.0,2227.0,103352.0,0.3440034144259496,0.25857264494155896,2023,0,1,0,0,0,1,13.725914024152518,7.708410667257367,11.545895916640138,0.13755158184319122,0.07834669680161163,True
06037650101,Los Angeles County,buildout,0,1,0,False,True,True,,8.23,8.23,904900.0,3245.0,105274.0,0.20634121791645696,0.3698919011341832,2023,0,1,0,0,0,1,13.715579719339225,8.08487062913819,11.564321754053644,0.12150668286755771,0.06894848332305722,True
06037650102,Los Angeles County,buildout,0,1,0,False,True,True,,7.01,7.01,866000.0,3025.0,114531.0,0.3091655266757866,0.3169447573146135,2023,0,1,0,0,0,1,13.671640187544572,8.014666370464942,11.648600807690412,0.14265335235378032,0.07162076940056465,True
06037650300,Los Angeles County,buildout,0,1,0,False,True,True,,6.38,6.38,889500.0,1972.0,86212.0,0.5809968847352025,0.27448615041989516,2023,0,1,0,0,0,1,13.698414786088026,7.586803535162581,11.364564658099704,0.15673981191222572,0.06635876765219824,True
06037650501,Los Angeles County,buildout,0,1,0,False,True,True,,7.27,7.27,1105800.0,2982.0,181154.0,0.12951167728237792,0.19753359020501893,2023,0,1,0,0,0,1,13.91607961288597,8.000349495324684,12.107102777227658,0.13755158184319122,0.059938206910582145,True
06037650502,Los Angeles County,buildout,0,1,0,False,True,True,,7.07,7.07,1219300.0,2403.0,145369.0,0.24192565508836075,0.19836416292331926,2023,0,1,0,0,0,1,14.013787481548356,7.784473235736469,11.887030616398292,0.14144271570014144,0.0770096184203398,True
06037650603,Los Angeles County,buildout,0,1,0,False,True,True,,8.05,8.05,1303800.0,1893.0,117019.0,0.3214525891055817,0.19412232201608287,2023,0,1,0,0,0,1,14.080793635472576,7.545918151209323,11.670091593757943,0.12422360248447203,0.07773940258916376,True
06037574800,Los Angeles County,control,0,0,0,False,False,False,,27.95,27.95,1232300.0,1725.0,92214.0,0.41687979539641945,0.2244778450126879,2023,0,1,0,0,0,0,14.024392899926214,7.45298232946546,11.431867241835366,0.03577817531305903,0.07619500093880441,True
06037602900,Los Angeles County,buildout,0,1,0,False,True,True,,7.45,7.45,572400.0,1277.0,101186.0,0.4410029498525074,0.15144387563496928,2023,0,1,0,0,0,1,13.257593326664432,7.152268856032539,11.524715686344704,0.1342281879194631,0.05715406302893493,True
06037503302,Los Angeles County,control,0,0,0,False,False,False,,33.71,33.71,678200.0,1826.0,89500.0,0.5247469066366705,0.2448268156424581,2023,0,1,0,0,0,0,13.427197508673675,7.509883061154913,11.401993904262946,0.029664787896766538,0.07287238866553188,True
06037576200,Los Angeles County,control,0,0,0,False,False,False,,24.25,24.25,800100.0,1588.0,54569.0,0.8515625,0.34920925800362845,2023,0,1,0,0,0,0,13.592491998838215,7.370230641807081,10.907221234925327,0.041237113402061855,0.057075954295529696,True
06037603301,Los Angeles County,buildout,0,1,0,False,True,True,,8.05,8.05,791400.0,1705.0,66786.0,0.6798561151079137,0.3063516305812595,2023,0,1,0,0,0,1,13.581558807933462,7.4413203897176174,11.10924875672128,0.12422360248447203,0.06423445442705503,True
06037603302,Los Angeles County,buildout,0,1,0,False,True,True,,8.4,8.4,671800.0,1799.0,76929.0,0.4154040404040404,0.2806223920758102,2023,0,1,0,0,0,1,13.417715956160329,7.4949862339505335,11.25063819753839,0.11904761904761904,0.060299996021109865,True
06037603400,Los Angeles County,buildout,0,1,0,False,True,True,,7.03,7.03,701500.0,1650.0,84821.0,0.4011026878015162,0.23343275839709507,2023,0,1,0,0,0,1,13.460976178524653,7.408530566894626,11.348298432631331,0.14224751066856328,0.06930329974279908,True
06037603500,Los Angeles County,buildout,0,1,0,False,True,True,,6.18,6.18,665800.0,1987.0,87857.0,0.3306997742663657,0.2713955632448183,2023,0,1,0,0,0,1,13.408744604123061,7.594381242551817,11.383465771715759,0.16181229773462785,0.09678113093186201,True
06037603600,Los Angeles County,buildout,0,1,0,False,True,True,,6.46,6.46,721400.0,1585.0,92552.0,0.1983640081799591,0.2055060938715533,2023,0,1,0,0,0,1,13.488949047451575,7.368339686311381,11.435525927708724,0.15479876160990713,0.06558707288292451,True
06037603702,Los Angeles County,buildout,0,1,0,False,True,True,,5.51,5.51,799500.0,2483.0,113464.0,0.12209648600357356,0.2626031164069661,2023,0,1,0,0,0,1,13.591741811256146,7.817222785508166,11.639240884974443,0.18148820326678766,0.06603443367455608,True
06037503702,Los Angeles County,control,0,0,0,False,False,False,,37.01,37.01,758900.0,1788.0,113173.0,0.3675263774912075,0.18958585528350402,2023,0,1,0,0,0,0,13.539625295392003,7.488852955733459,11.636672900400718,0.027019724398811132,0.0797283553955724,True
06037576700,Los Angeles County,control,0,0,0,False,False,False,,27.12,27.12,735800.0,1946.0,97891.0,0.627792672028597,0.238551041464486,2023,0,1,0,0,0,0,13.508713621652811,7.57353126274595,11.491609893751361,0.03687315634218289,0.07323135809680063,True
06037576802,Los Angeles County,control,0,0,0,False,False,False,,26.38,26.38,799900.0,2043.0,98456.0,0.7496029645314981,0.24900463151052246,2023,0,1,0,0,0,0,13.592241998836913,7.622174594817622,11.497365026852172,0.03790750568612585,0.06670383139403877,True
06037577200,Los Angeles County,control,0,0,0,False,False,False,,28.09,28.09,1194700.0,1993.0,108668.0,0.7603686635944701,0.22008318916332315,2023,0,1,0,0,0,0,13.993405665805316,7.597396320212795,11.59605264154411,0.0355998576005696,0.0721350617481467,True
06037620002,Los Angeles County,buildout,0,1,0,False,True,True,,1.65,1.65,1278100.0,2591.0,145325.0,0.6354378818737271,0.21394804747978668,2023,0,1,0,0,0,1,14.060885158119806,7.85979918056211,11.886727892569551,0.6060606060606061,0.07696748990398827,True
06037620101,Los Angeles County,buildout,0,1,0,False,True,True,,3.14,3.14,1159900.0,2637.0,127941.0,0.4341346153846154,0.24733275494173096,2023,0,1,0,0,0,1,13.963844352469968,7.877397186353287,11.75932449913741,0.3184713375796178,0.0795731477622665,True
06037620102,Los Angeles County,buildout,0,1,0,False,True,True,,2.93,2.93,1726400.0,2689.0,153482.0,0.7503983005841742,0.21023963722130282,2023,0,1,0,0,0,1,14.361548873486008,7.896924656268864,11.941338575289798,0.341296928327645,0.06906410239133907,True
06037503801,Los Angeles County,control,0,0,0,False,False,False,,36.27,36.27,703700.0,2739.0,102813.0,0.280557834290402,0.3196871990896093,2023,0,1,0,0,0,0,13.464107407954641,7.915348169263078,11.540667083151886,0.027570995312930793,0.08004304050026866,True
06037600202,Los Angeles County,buildout,0,1,0,False,True,True,,8.4,8.4,617000.0,1233.0,37250.0,0.7304653204565408,0.39720805369127515,2023,0,1,0,0,0,1,13.332624302887524,7.117205503164344,10.525407223807706,0.11904761904761904,0.05453111123614895,True
06037600302,Los Angeles County,buildout,0,1,0,False,True,True,,7.71,7.71,612400.0,1603.0,73365.0,0.38742393509127787,0.2621958699652423,2023,0,1,0,0,0,1,13.325140942765666,7.3796321526095525,11.203202261641568,0.1297016861219196,0.05877447674688044,True
06037600400,Los Angeles County,buildout,0,1,0,False,True,True,,6.9,6.9,669100.0,1206.0,65145.0,0.5431438127090301,0.22215058715173844,2023,0,1,0,0,0,1,13.413688804770908,7.095064377287131,11.084370833637031,0.14492753623188406,0.06339136764520116,True
06037600501,Los Angeles County,buildout,0,1,0,False,True,True,,6.12,6.12,818200.0,1722.0,81458.0,0.35314285714285715,0.25367674138820007,2023,0,1,0,0,0,1,13.614862084477435,7.451241684987676,11.307842828973675,0.16339869281045752,0.07494967928319353,True
06037620501,Los Angeles County,buildout,0,1,0,False,True,True,,3.42,3.42,1198100.0,2723.0,162674.0,0.3737750816612226,0.2008679936560237,2023,0,1,0,0,0,1,13.99624752662799,7.909489492673759,11.999503477118227,0.29239766081871343,0.0833807410573929,True
06037620522,Los Angeles County,buildout,0,1,0,False,True,True,,4.44,4.44,1227700.0,2784.0,162778.0,0.41092896174863386,0.20523657988180222,2023,0,1,0,0,0,1,14.020653058168932,7.931644021454311,12.000142588283866,0.2252252252252252,0.08068125248090298,True
06037620400,Los Angeles County,buildout,0,1,0,False,True,True,,2.35,2.35,1918600.0,2852.0,175469.0,0.3145445395067942,0.19504299904826494,2023,0,1,0,0,0,1,14.467106311365985,7.955775781534187,12.07521766810906,0.425531914893617,0.08768398979308,True
06037620601,Los Angeles County,buildout,0,1,0,False,True,True,,5.52,5.52,1016900.0,2452.0,120326.0,0.588055797733217,0.2445356780745641,2023,0,1,0,0,0,1,13.832269341779229,7.804659297056102,11.697960004961624,0.1811594202898551,0.07422932085827438,True
06037600911,Los Angeles County,buildout,0,1,0,False,True,True,,7.06,7.06,852600.0,2193.0,84706.0,0.6,0.3106745685075437,2023,0,1,0,0,0,1,13.656045783313248,7.693025748417888,11.346941716383892,0.141643059490085,0.06556401305915928,True
06037535502,Los Angeles County,control,0,0,0,False,False,False,,16.42,16.42,574600.0,1424.0,74350.0,0.6964017991004497,0.22983187626092805,2023,0,1,0,0,0,0,13.261429425527327,7.261225091971921,11.216538951888301,0.06090133982947624,0.06406670839647685,True
06037600601,Los Angeles County,buildout,0,1,0,False,True,True,,6.36,6.36,790700.0,1820.0,96607.0,0.42,0.22607057459604377,2023,0,1,0,0,0,1,13.580673908059019,7.506591780070841,11.478406481343354,0.15723270440251572,0.07122249021285953,True
06037600602,Los Angeles County,buildout,0,1,0,False,True,True,,5.6,5.6,740400.0,1750.0,65129.0,0.951048951048951,0.32243700962704785,2023,0,1,0,0,0,1,13.514945859681479,7.4673710669175595,11.084125197515005,0.17857142857142858,0.05625170272491596,True
06037600702,Los Angeles County,buildout,0,1,0,False,True,True,,5.92,5.92,834800.0,1789.0,110417.0,0.3356379635449403,0.19442658286314607,2023,0,1,0,0,0,1,13.634947454185182,7.489412083508719,11.612019386477828,0.16891891891891891,0.06554317753415405,True
06037600703,Los Angeles County,buildout,0,1,0,False,True,True,,6.12,6.12,672200.0,2000.0,104595.0,0.12566844919786097,0.2294564749749032,2023,0,1,0,0,0,1,13.418311194273143,7.600902459542082,11.55785102832322,0.16339869281045752,0.07205800195323947,True
06037600704,Los Angeles County,buildout,0,1,0,False,True,True,,6.92,6.92,797100.0,2135.0,74405.0,0.5945945945945946,0.34433169813856596,2023,0,1,0,0,0,1,13.588735420416015,7.666221925662725,11.217278422864151,0.14450867052023122,0.06002938280082322,True
06037600801,Los Angeles County,buildout,0,1,0,False,True,True,,7.67,7.67,788400.0,2157.0,110625.0,0.2737015663643858,0.23397966101694914,2023,0,1,0,0,0,1,13.577760854260703,7.676473646389156,11.61390138231023,0.1303780964797914,0.07028545571474326,True
06037600802,Los Angeles County,buildout,0,1,0,False,True,True,,6.75,6.75,794200.0,1603.0,60913.0,0.602928509905254,0.31579465795478795,2023,0,1,0,0,0,1,13.585090597679288,7.3796321526095525,11.017201895613866,0.14814814814814814,0.07065236176217017,True
06037600902,Los Angeles County,buildout,0,1,0,False,True,True,,6.41,6.41,644700.0,1632.0,59498.0,0.8468244084682441,0.3291539211402064,2023,0,1,0,0,0,1,13.376540371298711,7.397561535524052,10.993697977523398,0.15600624024961,0.057504431390084154,True
