geoid,county_name,group,is_pre2000,is_buildout,is_hyperscale,near_dc_2000,near_dc_2015,near_dc_2023,dist_nearest_dc_2000_km,dist_nearest_dc_2015_km,dist_nearest_dc_2023_km,med_home_value,med_rent,med_hh_income,renter_ratio,rent_burden,year,post_2015,post_2023,pre2000_x_post_2015,pre2000_x_post_2023,buildout_x_post_2015,buildout_x_post_2023,log_med_home_value,log_med_rent,log_med_hh_income,inv_dist_2023,propensity_score,in_matched_sample
06037235202,Los Angeles County,buildout,0,1,0,False,True,True,,7.7,7.7,170300.0,584.0,26085.0,,0.26866014951121336,2000,0,0,0,0,0,0,12.04531686665078,6.369900982828227,10.169115715456494,0.12987012987012986,0.060433959631377,True
06037240500,Los Angeles County,control,0,0,0,False,False,False,,10.62,10.62,124000.0,571.0,20781.0,,0.32972426735960736,2000,0,0,0,0,0,0,11.728036844587175,6.3473892096560105,9.941794386690715,0.09416195856873824,0.05625421559773626,True
06037134103,Los Angeles County,control,0,0,0,False,False,False,,37.23,37.23,190600.0,718.0,51034.0,,0.16882862405455187,2000,0,0,0,0,0,0,12.157932270202238,6.576469569048224,10.840247356249623,0.026860059092130004,0.07544200884541592,True
06037601502,Los Angeles County,buildout,0,1,0,False,True,True,,2.93,2.93,163200.0,576.0,30257.0,,0.22844300492448028,2000,0,0,0,0,0,0,12.002731721512143,6.3561076606958915,10.317482841647667,0.341296928327645,0.06435589284354172,True
06037601600,Los Angeles County,buildout,0,1,0,False,True,True,,2.54,2.54,151800.0,636.0,30920.0,,0.24683053040103492,2000,0,0,0,0,0,0,11.930319143943667,6.455198563340122,10.339158502701359,0.39370078740157477,0.061293140080985374,True
06037602002,Los Angeles County,buildout,0,1,0,False,True,True,,4.3,4.3,152200.0,653.0,35321.0,,0.22185102347045668,2000,0,0,0,0,0,0,11.932950724409723,6.481577129276431,10.472232966887885,0.23255813953488372,0.06409593742035892,True
06037602003,Los Angeles County,buildout,0,1,0,False,True,True,,4.57,4.57,162100.0,677.0,36287.0,,0.22388183095874556,2000,0,0,0,0,0,0,11.995968707723767,6.517671272912275,10.49921482938849,0.2188183807439825,0.06367624710073468,True
06037602103,Los Angeles County,buildout,0,1,0,False,True,True,,2.84,2.84,163500.0,641.0,28095.0,,0.27378537106246664,2000,0,0,0,0,0,0,12.004568269319446,6.46302945692067,10.243346903546298,0.35211267605633806,0.0588483841897178,True
06037602104,Los Angeles County,buildout,0,1,0,False,True,True,,3.58,3.58,162300.0,667.0,30266.0,,0.26445516421066545,2000,0,0,0,0,0,0,11.997201753502683,6.502790045915623,10.317780249246972,0.27932960893854747,0.059175666535939954,True
06037530901,Los Angeles County,control,0,0,0,False,False,False,,22.71,22.71,151900.0,593.0,26250.0,,0.27108571428571426,2000,0,0,0,0,0,0,11.930977688583864,6.385194398997726,10.17542126801977,0.04403346543372963,0.05981516669020881,True
06037602302,Los Angeles County,buildout,0,1,0,False,True,True,,1.52,1.52,275700.0,1336.0,74886.0,,0.21408540982293087,2000,0,0,0,0,0,0,12.527068597011889,7.197435354096591,11.223722236146509,0.6578947368421053,0.06046321764538596,True
06037602301,Los Angeles County,buildout,0,1,0,False,True,True,,2.01,2.01,179100.0,804.0,52070.0,,0.18528903399270213,2000,0,0,0,0,0,0,12.095699588048802,6.6895992691789665,10.860344246156945,0.49751243781094534,0.07056229677659336,True
06037602700,Los Angeles County,buildout,0,1,0,False,True,True,,6.27,6.27,171600.0,778.0,54821.0,,0.17029970266868535,2000,0,0,0,0,0,0,12.052921466035999,6.656726524178391,10.911828611208097,0.1594896331738437,0.07486809003617499,True
06037602106,Los Angeles County,buildout,0,1,0,False,True,True,,2.5,2.5,187900.0,580.0,29771.0,,0.23378455543985757,2000,0,0,0,0,0,0,12.143665185401556,6.363028103540465,10.301290044308947,0.4,0.06405820172933278,True
06037602105,Los Angeles County,buildout,0,1,0,False,True,True,,3.41,3.41,165900.0,630.0,32236.0,,0.23452041196178186,2000,0,0,0,0,0,0,12.019140476178535,6.4457198193855785,10.380839119444403,0.29325513196480935,0.06295854039549349,True
06037601700,Los Angeles County,buildout,0,1,0,False,True,True,,3.7,3.7,156500.0,639.0,25872.0,,0.2963821892393321,2000,0,0,0,0,0,0,11.960811288962345,6.459904454377535,10.160916581816888,0.27027027027027023,0.05708825309637368,True
06037601801,Los Angeles County,buildout,0,1,0,False,True,True,,4.12,4.12,146100.0,606.0,33676.0,,0.2159401354080057,2000,0,0,0,0,0,0,11.89204659773879,6.406879986069314,10.424540696457555,0.24271844660194175,0.06534375196246872,True
06037601402,Los Angeles County,buildout,0,1,0,False,True,True,,3.76,3.76,162800.0,706.0,40238.0,,0.21054724389880214,2000,0,0,0,0,0,0,12.000277732550577,6.559615237493242,10.602567101749182,0.26595744680851063,0.06545301982232161,True
06037601802,Los Angeles County,buildout,0,1,0,False,True,True,,3.9,3.9,157800.0,623.0,26961.0,,0.277289418048292,2000,0,0,0,0,0,0,11.96908368739391,6.434546518787453,10.202146656326484,0.25641025641025644,0.058832036944276946,True
06037601202,Los Angeles County,buildout,0,1,0,False,True,True,,4.08,4.08,154800.0,635.0,37925.0,,0.2009228740936058,2000,0,0,0,0,0,0,11.949889240137765,6.453624998892692,10.543365804216734,0.24509803921568626,0.06756080757197194,True
06037501501,Los Angeles County,control,0,0,0,False,False,False,,34.26,34.26,252400.0,780.0,72473.0,,0.12915154609302776,2000,0,0,0,0,0,0,12.438770409649194,6.659293919683638,11.190969357686424,0.02918855808523059,0.09635323036183961,True
06037408301,Los Angeles County,control,0,0,0,False,False,False,,38.53,38.53,150500.0,790.0,39674.0,,0.2389474214851036,2000,0,0,0,0,0,0,11.921718363171067,6.672032945461067,10.588451340288055,0.025953802232026993,0.0599473142336931,True
06037700902,Los Angeles County,control,0,0,0,False,False,False,,15.58,15.58,669600.0,1150.0,51654.0,,0.26716227204088744,2000,0,0,0,0,0,0,13.414435798157403,7.047517221357296,10.85232291588601,0.06418485237483953,0.05714699011599336,True
06037701601,Los Angeles County,control,0,0,0,False,False,False,,15.62,15.62,704300.0,932.0,66023.0,,0.16939551368462505,2000,0,0,0,0,0,0,13.464959680733502,6.837332814685591,11.097758445150307,0.06402048655569782,0.0854281077046669,True
06037702600,Los Angeles County,buildout,0,1,0,False,True,True,,8.21,8.21,317600.0,809.0,68775.0,,0.14115594329334788,2000,0,0,0,0,0,0,12.668548008355117,6.695798917058491,11.138595585792775,0.12180267965895249,0.0907190590790437,True
06037703002,Los Angeles County,buildout,0,1,0,False,True,True,,7.39,7.39,429700.0,1071.0,89939.0,,0.1428968523110108,2000,0,0,0,0,0,0,12.970842569763086,6.976348070447749,11.406886941739428,0.13531799729364005,0.09749479797958067,True
06037703100,Los Angeles County,buildout,0,1,0,False,True,True,,8.43,8.43,293700.0,671.0,55268.0,,0.14569009191575596,2000,0,0,0,0,0,0,12.590314117186711,6.508769136971682,10.91994935817656,0.11862396204033215,0.08528630459150514,True
06037203710,Los Angeles County,control,0,0,0,False,False,False,,22.27,22.27,178800.0,625.0,25075.0,,0.29910269192422734,2000,0,0,0,0,0,0,12.09402314172155,6.437751649736401,10.129626612830137,0.0449034575662326,0.05749793873194677,True
06037620201,Los Angeles County,buildout,0,1,0,False,True,True,,3.79,3.79,642700.0,1322.0,84053.0,,0.18873805812998942,2000,0,0,0,0,0,0,13.373433331359378,7.186901020411631,11.339202831239637,0.2638522427440633,0.0754774678943074,True
06037208610,Los Angeles County,control,0,0,0,False,False,False,,19.28,19.28,177000.0,636.0,29726.0,,0.25674493709210794,2000,0,0,0,0,0,0,12.083905011555967,6.455198563340122,10.29977736270884,0.051867219917012444,0.06064917223985867,True
06037117510,Los Angeles County,control,0,0,0,False,False,False,,35.32,35.32,109800.0,585.0,22181.0,,0.31648708353996663,2000,0,0,0,0,0,0,11.606415808057568,6.371611847231857,10.006991345550789,0.028312570781426953,0.056425187735998174,True
06037534201,Los Angeles County,control,0,0,0,False,False,False,,20.64,20.64,158200.0,632.0,30674.0,,0.24724522396818152,2000,0,0,0,0,0,0,11.97161533431569,6.448889394146858,10.331170669210724,0.04844961240310077,0.06140296003331361,True
06037401311,Los Angeles County,control,0,0,0,False,False,False,,56.86,56.86,169100.0,789.0,50960.0,,0.1857927786499215,2000,0,0,0,0,0,0,12.038245534886672,6.670766320845874,10.838796290246044,0.017587055926837847,0.07030385040087084,True
06037401500,Los Angeles County,control,0,0,0,False,False,False,,59.41,59.41,169900.0,840.0,47878.0,,0.21053511007143155,2000,0,0,0,0,0,0,12.042965307660024,6.733401891837359,10.776411387705071,0.016832183134152502,0.06434809319010654,True
06037434001,Los Angeles County,control,0,0,0,False,False,False,,37.31,37.31,62100.0,758.0,37522.0,,0.2424177815681467,2000,0,0,0,0,0,0,11.03650126792157,6.630683385642372,10.532682706603556,0.02680246582685607,0.05873297976042783,True
06037463400,Los Angeles County,control,0,0,0,False,False,False,,35.07,35.07,252200.0,798.0,45055.0,,0.2125402286094773,2000,0,0,0,0,0,0,12.437977702512956,6.682108597449809,10.715639244669138,0.028514399771884802,0.06557694475985644,True
06037277100,Los Angeles County,buildout,0,1,0,False,True,True,,4.88,4.88,272600.0,1213.0,66898.0,,0.2175849801189871,2000,0,0,0,0,0,0,12.51576079824457,7.10085190894405,11.110924350303225,0.20491803278688525,0.060651286346861566,True
06037277200,Los Angeles County,buildout,0,1,0,False,True,True,,3.45,3.45,153300.0,733.0,37415.0,,0.23509287718829347,2000,0,0,0,0,0,0,11.940152064859905,6.597145701886651,10.529826972514458,0.2898550724637681,0.06129412659529111,True
06037293304,Los Angeles County,control,0,0,0,False,False,False,,15.54,15.54,180100.0,646.0,35791.0,,0.21659076304098795,2000,0,0,0,0,0,0,12.101267531164048,6.470799503782602,10.485451744135313,0.06435006435006435,0.06534280407149799,True
06037294120,Los Angeles County,control,0,0,0,False,False,False,,18.37,18.37,118100.0,666.0,42109.0,,0.18979315585741766,2000,0,0,0,0,0,0,11.679287002185454,6.501289670540389,10.648016773545576,0.05443658138268916,0.06893847369680754,True
06037402301,Los Angeles County,control,0,0,0,False,False,False,,59.21,59.21,126200.0,710.0,33750.0,,0.25244444444444447,2000,0,0,0,0,0,0,11.745623229089249,6.565264970035361,10.426735696300677,0.01688903901368012,0.05916472391406468,True
06037460200,Los Angeles County,control,0,0,0,False,False,False,,38.56,38.56,251600.0,873.0,70938.0,,0.1476782542501903,2000,0,0,0,0,0,0,12.435595803808422,6.771935555839602,11.169561535091168,0.025933609958506222,0.08687890430693077,True
06037275311,Los Angeles County,buildout,0,1,0,False,True,True,,8.15,8.15,296000.0,804.0,50714.0,,0.19024332531450883,2000,0,0,0,0,0,0,12.598114733306197,6.6895992691789665,10.833957285583553,0.12269938650306748,0.07115036424425263,True
06037407301,Los Angeles County,control,0,0,0,False,False,False,,41.84,41.84,149100.0,897.0,55625.0,,0.19351011235955057,2000,0,0,0,0,0,0,11.912372500752829,6.799055862058796,10.926388019468542,0.02390057361376673,0.06755699479601089,True
06037407701,Los Angeles County,control,0,0,0,False,False,False,,43.42,43.42,150100.0,666.0,48068.0,,0.16626445868353165,2000,0,0,0,0,0,0,11.919057017621553,6.501289670540389,10.78037195403119,0.023030861354214647,0.07528640010665498,True
06037430803,Los Angeles County,control,0,0,0,False,False,False,,39.88,39.88,362200.0,983.0,61673.0,,0.19126684286478687,2000,0,0,0,0,0,0,12.79995182443145,6.890609120147166,11.029601512821493,0.02507522567703109,0.07119198594630437,True
06037276000,Los Angeles County,buildout,0,1,0,False,True,True,,5.27,5.27,345000.0,978.0,77574.0,,0.151287802614278,2000,0,0,0,0,0,0,12.751299696013497,6.885509670034818,11.258987598482609,0.18975332068311196,0.08822241357327208,True
06037276400,Los Angeles County,buildout,0,1,0,False,True,True,,5.44,5.44,372900.0,1231.0,83155.0,,0.17764415849918827,2000,0,0,0,0,0,0,12.829065566166912,7.115582126184454,11.32846161510424,0.1838235294117647,0.07617069325350913,True
06037276500,Los Angeles County,buildout,0,1,0,False,True,True,,5.76,5.76,361200.0,845.0,68214.0,,0.14864983727680534,2000,0,0,0,0,0,0,12.797187100524967,6.739336627357174,11.130405101357162,0.1736111111111111,0.08804766034753062,True
06037277400,Los Angeles County,buildout,0,1,0,False,True,True,,3.23,3.23,247400.0,762.0,30666.0,,0.29818039522598316,2000,0,0,0,0,0,0,12.418761738940525,6.635946555686647,10.330909827996335,0.30959752321981426,0.05557960314578993,True
06037533103,Los Angeles County,control,0,0,0,False,False,False,,15.44,15.44,175400.0,617.0,28250.0,,0.26208849557522124,2000,0,0,0,0,0,0,12.07482435892022,6.424869023905388,10.248848736574587,0.06476683937823835,0.060461343938610766,True
06037195500,Los Angeles County,control,0,0,0,False,False,False,,21.62,21.62,284300.0,712.0,44485.0,,0.19206474092390693,2000,0,0,0,0,0,0,12.557785297639091,6.568077911411976,10.702907332678867,0.04625346901017576,0.07091622344410843,True
06037201402,Los Angeles County,control,0,0,0,False,False,False,,24.56,24.56,153100.0,606.0,39769.0,,0.1828559933616636,2000,0,0,0,0,0,0,11.938846581645775,6.406879986069314,10.590842993304264,0.04071661237785017,0.07110884517522348,True
06037137501,Los Angeles County,control,0,0,0,False,False,False,,32.2,32.2,558600.0,1115.0,68224.0,,0.1961186679174484,2000,0,0,0,0,0,0,13.233188932493213,7.016609683894219,11.130551688085461,0.03105590062111801,0.07214948951020621,True
06037300701,Los Angeles County,control,0,0,0,False,False,False,,33.54,33.54,849600.0,1764.0,111727.0,0.16753678215472234,0.1894618131696009,2015,1,0,0,0,0,0,13.652520929469812,7.475339236566737,11.623813674737871,0.02981514609421586,0.09745495414645812,True
06037237900,Los Angeles County,control,0,0,0,False,False,False,,8.84,8.84,285000.0,1325.0,38850.0,0.42249240121580545,0.4092664092664093,2015,1,0,0,0,0,0,12.560244459250788,7.1891677384203225,10.567463355795793,0.11312217194570136,0.06311894129722888,True
06037139703,Los Angeles County,control,0,0,0,False,False,False,,28.14,28.14,1133900.0,2625.0,116188.0,0.15488867376573087,0.2711123351809137,2015,1,0,0,0,0,0,13.941173575959931,7.872836175025724,11.662964847843458,0.0355366027007818,0.09878089202254849,True
06037480302,Los Angeles County,control,0,0,0,False,False,False,,31.53,31.53,596600.0,1320.0,63500.0,0.6073985680190931,0.2494488188976378,2015,1,0,0,0,0,0,13.299002151062785,7.1853870155804165,11.058795184880783,0.03171582619727244,0.06636726035522134,True
06037620001,Los Angeles County,buildout,0,1,0,False,True,True,,1.73,1.73,901700.0,1588.0,95804.0,0.5407754010695187,0.1989060999540729,2015,1,0,0,0,1,0,13.712037149487998,7.370230641807081,11.470059716740737,0.5780346820809249,0.08697980745745201,True
06037301000,Los Angeles County,control,0,0,0,False,False,False,,29.75,29.75,656000.0,1247.0,58015.0,0.6536708860759494,0.2579332931138499,2015,1,0,0,0,0,0,13.393916067926225,7.1284959456800365,10.968456876781646,0.03361344537815126,0.07161043377087904,True
06037620301,Los Angeles County,buildout,0,1,0,False,True,True,,2.69,2.69,1501200.0,2805.0,153750.0,0.1738095238095238,0.21892682926829268,2015,1,0,0,0,1,0,14.221775346243003,7.9391588179567965,11.943083185668764,0.3717472118959108,0.07116938802712318,True
06037540502,Los Angeles County,control,0,0,0,False,False,False,,15.82,15.82,286500.0,1011.0,35891.0,0.8393220338983051,0.3380234599203143,2015,1,0,0,0,0,0,12.56549381513693,6.918695219020472,10.48824184666795,0.0632111251580278,0.06029587908660359,True
06037123203,Los Angeles County,control,0,0,0,False,False,False,,30.45,30.45,331500.0,966.0,35648.0,0.848987108655617,0.3251795332136445,2015,1,0,0,0,0,0,12.711383088608054,6.873163834212518,10.481448323286957,0.03284072249589491,0.058815675151137066,True
06037621201,Los Angeles County,buildout,0,1,0,False,True,True,,7.33,7.33,824900.0,1788.0,108387.0,0.449085123309467,0.19795731960474966,2015,1,0,0,0,1,0,13.623017445848824,7.488852955733459,11.5934634345967,0.1364256480218281,0.07479562973807291,True
06037262303,Los Angeles County,control,0,0,0,False,False,False,,18.5,18.5,2000001.0,2211.0,208167.0,0.07233273056057866,0.1274553603597112,2015,1,0,0,0,0,0,14.508658238524095,7.701200180857446,12.246095921159403,0.05405405405405406,0.1368135808206744,True
06037191410,Los Angeles County,control,0,0,0,False,False,False,,20.63,20.63,270000.0,937.0,31040.0,0.9861722187303583,0.3622422680412371,2015,1,0,0,0,0,0,12.506177237980511,6.842683282238422,10.343031974297155,0.048473097430925836,0.05787481219023308,True
06037122420,Los Angeles County,control,0,0,0,False,False,False,,31.27,31.27,387300.0,1037.0,34630.0,0.6489825581395349,0.359341611319665,2015,1,0,0,0,0,0,12.866954865502844,6.9440872082295275,10.452475637396468,0.03197953309881676,0.06556433812906165,True
06037554513,Los Angeles County,control,0,0,0,False,False,False,,29.49,29.49,522600.0,2233.0,95294.0,0.27419354838709675,0.28119293974437004,2015,1,0,0,0,0,0,13.16657163206865,7.711101251840158,11.464722128583688,0.0339097999321804,0.054533772637034635,True
06037552601,Los Angeles County,control,0,0,0,False,False,False,,28.53,28.53,275000.0,1225.0,57566.0,0.16129032258064516,0.25535906611541537,2015,1,0,0,0,0,0,12.524526376648708,7.110696122978827,10.96068739462369,0.03505082369435682,0.058768169104741766,True
06037601002,Los Angeles County,buildout,0,1,0,False,True,True,,5.27,5.27,211500.0,1087.0,40864.0,0.7570405727923628,0.3192051683633516,2015,1,0,0,0,1,0,12.261980277468469,6.99117688712121,10.618004758832265,0.18975332068311196,0.0598116343895341,True
06037117302,Los Angeles County,control,0,0,0,False,False,False,,36.6,36.6,467900.0,1746.0,69167.0,0.25029655990510086,0.30291902207700205,2015,1,0,0,0,0,0,13.056009876854308,7.465082736399547,11.144279149250275,0.0273224043715847,0.07481699556417824,True
06037572500,Los Angeles County,control,0,0,0,False,False,False,,18.92,18.92,159900.0,387.0,20525.0,0.7523089840470193,0.22626065773447016,2015,1,0,0,0,0,0,11.982303898822046,5.958424693029782,9.929398934320629,0.05285412262156448,0.06367568685257821,True
06037620521,Los Angeles County,buildout,0,1,0,False,True,True,,4.69,4.69,644700.0,1456.0,87930.0,0.5780535597648596,0.1987035141589901,2015,1,0,0,0,1,0,13.376540371298711,7.283448228756631,11.384296322373048,0.21321961620469082,0.07320400795307964,True
06037120400,Los Angeles County,control,0,0,0,False,False,False,,33.23,33.23,298700.0,1095.0,35408.0,0.7072336265884653,0.3711025756891098,2015,1,0,0,0,0,0,12.6071950042042,6.9985096422506015,10.47469306229083,0.030093289196509183,0.06408614352021239,True
06037124300,Los Angeles County,control,0,0,0,False,False,False,,28.25,28.25,445300.0,1031.0,48199.0,0.7571984435797665,0.2566858233573311,2015,1,0,0,0,0,0,13.006503491309793,6.93828448401696,10.783093552935505,0.035398230088495575,0.06546632193064611,True
06037106020,Los Angeles County,control,0,0,0,False,False,False,,44.49,44.49,373900.0,1480.0,69128.0,0.11834733893557423,0.2569147089457239,2015,1,0,0,0,0,0,12.831743660965206,7.299797366758161,11.143715137521236,0.02247696111485727,0.07780911436451671,True
06037115301,Los Angeles County,control,0,0,0,False,False,False,,38.61,38.61,472100.0,1839.0,68767.0,0.3586550435865504,0.32090973868279843,2015,1,0,0,0,0,0,13.064946106534379,7.516977224604321,11.138479257689228,0.0259000259000259,0.07819704768611214,True
06037650901,Los Angeles County,control,0,0,0,False,False,False,,10.56,10.56,540500.0,1202.0,64191.0,0.5822328931572629,0.22470439781277748,2015,1,0,0,0,0,0,13.2002499160614,7.091742115095153,11.069618292935061,0.0946969696969697,0.07465836448844464,True
06037572201,Los Angeles County,control,0,0,0,False,False,False,,20.78,20.78,371400.0,1091.0,66354.0,0.42372093023255814,0.19730536214847635,2015,1,0,0,0,0,0,12.825034927900742,6.994849985833071,11.102759324303415,0.04812319538017324,0.08071820126211834,True
06037650200,Los Angeles County,buildout,0,1,0,False,True,True,,7.63,7.63,517000.0,1691.0,97883.0,0.23479640401903754,0.20730872572356793,2015,1,0,0,0,1,0,13.155798153490567,7.43307534889858,11.491528166862148,0.1310615989515072,0.07086293698078433,True
06037621301,Los Angeles County,control,0,0,0,False,False,False,,8.95,8.95,785400.0,1911.0,101267.0,0.4514695830485304,0.22645086750866522,2015,1,0,0,0,0,0,13.573948421126046,7.555381944240273,11.52551587210952,0.111731843575419,0.07833633132625836,True
06037650001,Los Angeles County,buildout,0,1,0,False,True,True,,7.27,7.27,518300.0,1118.0,66544.0,0.3371824480369515,0.2016109641740803,2015,1,0,0,0,1,0,13.158309504177797,7.0192966537150445,11.105618661982692,0.13755158184319122,0.07834669680161163,True
06037650101,Los Angeles County,buildout,0,1,0,False,True,True,,8.23,8.23,583600.0,1440.0,89375.0,0.2378138847858198,0.19334265734265735,2015,1,0,0,0,1,0,13.276971095630767,7.272398392570047,11.400596279996309,0.12150668286755771,0.06894848332305722,True
06037650102,Los Angeles County,buildout,0,1,0,False,True,True,,7.01,7.01,528000.0,1756.0,83357.0,0.2697795071335927,0.25279220701320826,2015,1,0,0,0,1,0,13.176851562688398,7.470793774195062,11.330887867855907,0.14265335235378032,0.07162076940056465,True
06037650300,Los Angeles County,buildout,0,1,0,False,True,True,,6.38,6.38,541800.0,1451.0,59379.0,0.5667631252583712,0.2932349820643662,2015,1,0,0,0,1,0,13.202652208633133,7.280008252884188,10.991695907488845,0.15673981191222572,0.06635876765219824,True
06037650501,Los Angeles County,buildout,0,1,0,False,True,True,,7.27,7.27,648700.0,2146.0,102695.0,0.08737864077669903,0.250761965042115,2015,1,0,0,0,1,0,13.382725639201146,7.671360923190644,11.539518709239749,0.13755158184319122,0.059938206910582145,True
06037650502,Los Angeles County,buildout,0,1,0,False,True,True,,7.07,7.07,713400.0,1813.0,97407.0,0.27906976744186046,0.22335150451199606,2015,1,0,0,0,1,0,13.477797551906928,7.502738210754851,11.486653355631367,0.14144271570014144,0.0770096184203398,True
06037650603,Los Angeles County,buildout,0,1,0,False,True,True,,8.05,8.05,844300.0,1287.0,75477.0,0.4090032154340836,0.20461862554155572,2015,1,0,0,0,1,0,13.646263160657591,7.160069207596127,11.231583253064628,0.12422360248447203,0.07773940258916376,True
06037574800,Los Angeles County,control,0,0,0,False,False,False,,27.95,27.95,769500.0,1230.0,71745.0,0.47149894440534834,0.20572862220363788,2015,1,0,0,0,0,0,13.553496232261072,7.114769448366463,11.180873444782508,0.03577817531305903,0.07619500093880441,True
06037602900,Los Angeles County,buildout,0,1,0,False,True,True,,7.45,7.45,268400.0,832.0,34020.0,0.3556231003039514,0.29347442680776015,2015,1,0,0,0,1,0,12.500233684079664,6.723832440821209,10.434703865949853,0.1342281879194631,0.05715406302893493,True
06037503302,Los Angeles County,control,0,0,0,False,False,False,,33.71,33.71,410300.0,1158.0,60833.0,0.4292709466811752,0.2284286489241037,2015,1,0,0,0,0,0,12.924643878430278,7.05444965813294,11.015887683869506,0.029664787896766538,0.07287238866553188,True
06037576200,Los Angeles County,control,0,0,0,False,False,False,,24.25,24.25,252000.0,872.0,22656.0,0.8882720333102012,0.461864406779661,2015,1,0,0,0,0,0,12.437184366493561,6.77078942390898,10.028179996493446,0.041237113402061855,0.057075954295529696,True
06037603301,Los Angeles County,buildout,0,1,0,False,True,True,,8.05,8.05,369900.0,1252.0,37539.0,0.6448122215149587,0.4002237672820267,2015,1,0,0,0,1,0,12.820987977820545,7.132497551660044,10.533135671533165,0.12422360248447203,0.06423445442705503,True
06037603302,Los Angeles County,buildout,0,1,0,False,True,True,,8.4,8.4,324400.0,1174.0,44638.0,0.43832020997375326,0.3156055378825216,2015,1,0,0,0,1,0,12.689732601223396,7.068172000388042,10.70634079318413,0.11904761904761904,0.060299996021109865,True
06037603400,Los Angeles County,buildout,0,1,0,False,True,True,,7.03,7.03,364800.0,1036.0,50363.0,0.3850889192886457,0.24684788435954966,2015,1,0,0,0,1,0,12.807104537182314,6.943122422819428,10.827012057472162,0.14224751066856328,0.06930329974279908,True
06037603500,Los Angeles County,buildout,0,1,0,False,True,True,,6.18,6.18,356900.0,1813.0,66419.0,0.17025862068965517,0.3275568737861154,2015,1,0,0,0,1,0,12.785210909478252,7.502738210754851,11.103738439111286,0.16181229773462785,0.09678113093186201,True
06037603600,Los Angeles County,buildout,0,1,0,False,True,True,,6.46,6.46,369700.0,1359.0,77083.0,0.3033946251768034,0.21156415811527834,2015,1,0,0,0,1,0,12.820447144924723,7.214504414151143,11.252638042372888,0.15479876160990713,0.06558707288292451,True
06037603702,Los Angeles County,buildout,0,1,0,False,True,True,,5.51,5.51,443200.0,1569.0,76625.0,0.1912640635340834,0.24571615008156608,2015,1,0,0,0,1,0,13.001776414415211,7.358193752733032,11.246678673238513,0.18148820326678766,0.06603443367455608,True
06037503702,Los Angeles County,control,0,0,0,False,False,False,,37.01,37.01,425600.0,1233.0,69712.0,0.2966153846153846,0.21224466375946752,2015,1,0,0,0,0,0,12.961255217009573,7.117205503164344,11.152127748357223,0.027019724398811132,0.0797283553955724,True
06037576700,Los Angeles County,control,0,0,0,False,False,False,,27.12,27.12,547000.0,1264.0,69179.0,0.6185897435897436,0.21925728906170946,2015,1,0,0,0,0,0,13.212204081404119,7.142036574706803,11.144452627341874,0.03687315634218289,0.07323135809680063,True
06037576802,Los Angeles County,control,0,0,0,False,False,False,,26.38,26.38,454400.0,1109.0,47826.0,0.7875920084121977,0.2782586877430686,2015,1,0,0,0,0,0,13.026733146389079,7.011213987350367,10.775324703655977,0.03790750568612585,0.06670383139403877,True
06037577200,Los Angeles County,control,0,0,0,False,False,False,,28.09,28.09,649900.0,1299.0,71320.0,0.7257617728531855,0.21856421761076836,2015,1,0,0,0,0,0,13.38457378388244,7.1693500166706,11.174932071977077,0.0355998576005696,0.0721350617481467,True
06037620002,Los Angeles County,buildout,0,1,0,False,True,True,,1.65,1.65,757500.0,1566.0,72708.0,0.7415807560137457,0.2584584915002476,2015,1,0,0,0,1,0,13.53777881636566,7.356279876550748,11.19420669873299,0.6060606060606061,0.07696748990398827,True
06037620101,Los Angeles County,buildout,0,1,0,False,True,True,,3.14,3.14,692400.0,1467.0,95451.0,0.4379862700228833,0.1844297073891316,2015,1,0,0,0,1,0,13.44791910228419,7.2909747781429814,11.46636830578838,0.3184713375796178,0.0795731477622665,True
06037620102,Los Angeles County,buildout,0,1,0,False,True,True,,2.93,2.93,811700.0,1659.0,80536.0,0.7051520794537555,0.24719380152975068,2015,1,0,0,0,1,0,13.606886092749267,7.413970290190444,11.29645956840926,0.341296928327645,0.06906410239133907,True
06037503801,Los Angeles County,control,0,0,0,False,False,False,,36.27,36.27,392300.0,1822.0,89205.0,0.27161500815660683,0.24509836892550865,2015,1,0,0,0,0,0,12.879782132197644,7.507690077819904,11.398692370808805,0.027570995312930793,0.08004304050026866,True
06037600202,Los Angeles County,buildout,0,1,0,False,True,True,,8.4,8.4,296800.0,954.0,24606.0,0.7721577726218097,0.46525237746891,2015,1,0,0,0,1,0,12.600813790275362,6.860663671448287,10.110745594620115,0.11904761904761904,0.05453111123614895,True
06037600302,Los Angeles County,buildout,0,1,0,False,True,True,,7.71,7.71,319200.0,1140.0,37277.0,0.3235014272121789,0.36698232153875043,2015,1,0,0,0,1,0,12.67357314455779,7.038783541388542,10.52613179345847,0.1297016861219196,0.05877447674688044,True
06037600400,Los Angeles County,buildout,0,1,0,False,True,True,,6.9,6.9,309500.0,998.0,34447.0,0.4239350912778905,0.34766452811565596,2015,1,0,0,0,1,0,12.642713371106789,6.905753276311464,10.447177189921291,0.14492753623188406,0.06339136764520116,True
06037600501,Los Angeles County,buildout,0,1,0,False,True,True,,6.12,6.12,358400.0,1122.0,58425.0,0.3692992213570634,0.23044929396662386,2015,1,0,0,0,1,0,12.789404960082912,7.022868086082641,10.97549915940706,0.16339869281045752,0.07494967928319353,True
